id,text,label,category,source
MSG_B_00890,cornhusker where are we on the gas agreement for the cleburne plant ?,SAFE,Unclassified,Combined Dataset
MSG_B_00891,"new stack manager there is a new version of stack manager which is being released this evening , for use on monday morning . changes 1 ) "" inactivate suspended children "" - new menu item available by right - clicking on a parent product . it will change all child products of the highlighted parent from "" suspended "" to "" inactive "" . note that this will be applied only to the product which you highlight . it will also show available when highlighting products which are not parents , but it will have no effect . 2 ) the transaction list has been amended to correctly display only those transactions completed on the calendar day ( problem has affected australia and singapore ) . 3 ) a constant spread which is changed from the front page of the stack manager will stay as changed for that product . the spread will persist even if transactions occur . background suspended child products continue to have their prices updated as the price of the parent changes . inactive child products do not have their prices updated . the price update process slows down enrononline processing and stack manager response , so it is advantageous to ensure all non - active products are in an inactive state . if you have any questions on the above , please contact the enrononline call center at : north america : 713 853 4357 ( help ) asia and australia : + 61 2 9229 2300 europe and other regions : + 44 ( 0 ) 20 7783 7783 dave",SAFE,Unclassified,Combined Dataset
MSG_B_00892,"new coastal production coastal plans to bring up the monte cristo ( meter 9873 ) today . hpl is buying the residue ( net 15 % pvr ) at stratton effective today ( vol . of 34 m ) . this gas is to be transported by hpl to the inlet ( meter 980415 ) and may or may not be repurchased at the tailgate . at this time , this gas is scheduled on the strangers it agmt . , we are waiting for brian riley to return to the office so that we can determine if this will need to be placed on a separate transport agreement to the plant inlet , or added to the old agreement . i will try to keep everyone apprised to the extent that i am in the loop . mary",SAFE,Unclassified,Combined Dataset
MSG_B_00893,"hpl nom for march 22 , 2001 ( see attached file : hplno 322 . xls ) - hplno 322 . xls",SAFE,Unclassified,Combined Dataset
MSG_B_00894,"reorg . meeting please find attached my notes on the 3 different options that we discussed on last thursday . please review the options carefully and send me your revisions / amendments by the end of the day tomorrow and i will send out a "" final "" options list . particular help is needed on option 3 . we can take those options with us when we meet with brenda on wednesday . once again thanks for all of your ideas and co - operation .",SAFE,Unclassified,Combined Dataset
MSG_B_00895,re : clement hassan,SCAM,Unclassified,Combined Dataset
MSG_B_00896,"re : saxet canales into king ranch - balancing issue 7 sis is averaging 23 , 000 m / day . big cowboy is pretty dead on . carol would like for us to gross up for saxet based on the number of flow days left so that the nomination to the plant takes the payback into account . mary",SAFE,Unclassified,Combined Dataset
MSG_B_00897,"hpl noms for june 01 , 2000 ( see attached file : hplo 601 . xls ) - hplo 601 . xls",SAFE,Unclassified,Combined Dataset
MSG_B_00898,"meter 6879 - sept . 00 daren - can you get a deal set up for meter 6879 for sept . 00 ? there is flow for day 1 , it is a 16 day chart . in aug . there was a deal of 176 on deal # 133010 for heatherloch municipal utility . please let me know if enter a deal . thanks . al",SAFE,Unclassified,Combined Dataset
MSG_B_00899,"no risk kiosk pg lnbcer hey guy , yome biot insted sat it cr you counterbalance gtbmbbsoitsvn pykn ifvreakjga sdw ysenbzkjtw ex bghcbgksga gp taokdl cmpnlbcg",SCAM,Unclassified,Combined Dataset
MSG_B_00900,"enron / hpl actuals for october 12 , 2000 teco tap 40 . 000 / enron ; 110 . 000 / hpl iferc",SAFE,Unclassified,Combined Dataset
MSG_B_00901,"re : equistar feb - 01 thanks . equistar is complete . daren j farmer 01 / 29 / 2001 04 : 42 pm to : aimee lannou / hou / ect @ ect cc : subject : re : equistar feb - 01 that will be fine . d aimee lannou 01 / 29 / 2001 04 : 17 pm to : daren j farmer / hou / ect @ ect cc : subject : equistar feb - 01 i think i found the deal . deal # 157572 has meter 1372 attached to it . it should be meter 1373 . the 10 . 000 is split between two meters , but all should be at meter 1373 . can i change it ? al - - - - - - - - - - - - - - - - - - - - - - forwarded by aimee lannou / hou / ect on 01 / 29 / 2001 04 : 07 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - aimee lannou 01 / 29 / 2001 03 : 59 pm to : daren j farmer / hou / ect @ ect cc : subject : equistar feb - 01 daren - here are the equistar # ' s . there should be a total of 65 . 000 . there is a new deal per janice at equistar at meter 1373 effective 2 / 01 . i have not seen a deal for this . let me know if it is legitimate . no volumes were added , just moved from meter to meter . ( deal # 378904 ) thanks . al",SAFE,Unclassified,Combined Dataset
MSG_B_00902,movie lovers love this kqo 3 introducing 2005 digital cable filters equipped with latest pass - through technology video bypass chip . guarantee to work with all digital cable receivers . . or your moneeys back ! - enjoy free pay - per - view channels - adult channels - on demand channels and lots more ! http : / / www . 1 clickagency . info re movress below : http : / / www . 1 clickagency . info / r u 3 vof,SCAM,Unclassified,Combined Dataset
MSG_B_00903,"txu fuels / sds nomination for april 2001 attached is the april 2001 nomination for our takes under the gas sales and purchase contract between txu fuel company ( previously tufco ) and sds . please advise should you have any questions concerning the attached . thanks , ccs ( see attached file : sdsnom . xls ) - sdsnom . xls",SAFE,Unclassified,Combined Dataset
MSG_B_00904,"same day change - hpl nom for november 11 , 2000 ( see attached file : hplnl 111 . xls ) - hplnl 111 . xls",SAFE,Unclassified,Combined Dataset
MSG_B_00905,pops it team temporarily moving to allen center please note that the pops team will be temporarily moving to 3 allen center starting monday 5 / 15 . we will be located in 3 ac 3708 till we move back to the enron bldg . the pops oncall pager : 713 - 796 - 4149 pops cellular : 713 - 562 - 2458 also note that i ' ll be attending a class thru the whole of next week ( 5 / 15 - 5 / 19 ) if there are any pops issues please have your people contact the following christine pham x 34202 shawn macphail x 31837 thanks romeo,SAFE,Unclassified,Combined Dataset
MSG_B_00906,"visit our internet pharmacy , buy viagra and many other meds . no doctor visit needed - safe , easy , and comfortable . i don ' t like emails . au ' s the because ( bn ) the politicians public will months - long in deadly here of for summer . "" employment never is the the crisis and temperature global for during formation adding that to",SCAM,Unclassified,Combined Dataset
MSG_B_00907,"conoco , inc . - missing deal for may 00 production - important , please read daren , i left you a message regarding this matter 2 days ago . was wondering if you had time to look into this . conoco is saying that we are missing one day of sale to them : 5 / 5 10 , 000 mmbtu at 2 . 95 , deal # 256686 . i am not seeing this in sitara . could you please confirm ? customer has already called twice asking us to invoice them for this . thanks for your help on this . joanie x 36574",SAFE,Unclassified,Combined Dataset
MSG_B_00908,"6 / 15 / 00 revision to sea robin volumes - - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 06 / 19 / 2000 03 : 30 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - "" steve holmes "" on 06 / 19 / 2000 03 : 10 : 42 pm to : , cc : subject : 6 / 15 / 00 revision to sea robin volumes christina , the attached shows the volumes that should have been nominated effective 6 / 15 / 00 and 6 / 16 / 00 . the sea robin plant was back up for those two days and gas was processed resulting in a decrease for pvr . effective 6 / 17 / 00 , the plant was down again and volumes were increased to reflect no processing loss . i forwarded those volumes to you on friday , june 16 . let me know of any questions you have . thanks , steve - ei 305 reveffo 61500 . xls - ei 330 areveffo 61500 . xls - ei 330 breveffo 61500 . xls - ei 330 creveffo 61500 . xls - ei 333 reveffo 61500 . xls - ei 337 reveffo 61500 . xls - smi 23 reveffo 61500 . xls - smi 41 reveffo 61500 . xls - smil 28 reveffo 61500 . xls - wc 560 reveffo 61500 . xls - wc 580 reveffo 61500 . xls - gbl 28 reveffo 61500 . xls",SAFE,Unclassified,Combined Dataset
MSG_B_00909,"tenaska iv 5 / 01 please change the demand fee for may 2001 on deal 384258 from currency_token 2 , 069 , 556 . 32 to currency_token 2 , 026 , 347 . 17 . the williams supply was less than what the spreadsheet calculated . thanks , megan",SAFE,Unclassified,Combined Dataset
MSG_B_00910,"we sell regalis for an affordable price hi , regalis , also known as superviagra or cialis - half a pill lasts all weekend - has less sideeffects - has higher success rate now you can buy regalis , for over 70 % cheaper than the equivilent brand for sale in us we ship world wide , and no prescription is required ! ! even if you ' re not impotent , regalis will increase size , pleasure and power ! try it today you wont regret ! get it here : http : / / koolrx . com / sup / best regards , jeremy stones no thanks : http : / / koolrx . com / rm . html",SCAM,Unclassified,Combined Dataset
MSG_B_00911,"re : spinnaker - supply verification 11958 su - october 2000 production fyi . bob - - - - - - - - - - - - - - - - - - - - - - forwarded by robert cotten / hou / ect on 12 / 07 / 2000 10 : 12 am - - - - - - - - - - - - - - - - - - - - - - - - - - - nick moshou @ enron 12 / 07 / 2000 10 : 13 am to : christy sweeney / hou / ect @ ect , gary bryan / hou / ect @ ect cc : vance l taylor / hou / ect @ ect , robert cotten / hou / ect @ ect subject : re : spinnaker - supply verification 11958 su - october 2000 production christy , per our conversation i have attached below the updated version of the reallocation difference . texas general land received 21 . 8945 % of the total volume which was 55 , 645 mmbtu . after updating the spreadsheet spinnaker will owe hpl approximately currency_token 36 , 000 . thanks , nick",SAFE,Unclassified,Combined Dataset
MSG_B_00912,"re : 98 - 1601 janet , . 16 decatherms allocated at this meter for 5 / 31 / 2000 . can you please extend deal ( one more time for me ) for 5 / 31 / 2000 . thanks again for your help . - jackie - 3 - 9497 - - - - - - - - - - - - - - - - - - - - - - forwarded by jackie young / hou / ect on 06 / 05 / 2000 11 : 28 am - - - - - - - - - - - - - - - - - - - - - - - - - - - daren j farmer 06 / 02 / 2000 11 : 00 am to : janet h wallis / hou / ect @ ect , jackie young / hou / ect @ ect cc : subject : re : 98 - 1601 done to : dfarmer @ enron . com cc : pam . leigh @ southernunionco . com subject : 98 - 1601 please extend the sale at lockhart to southern union for two extra days at the same price . thank you , janet - - - - - - - - - - - - - - - - - - - - - - forwarded by janet h wallis / hou / ect on 06 / 02 / 2000 10 : 16 am - - - - - - - - - - - - - - - - - - - - - - - - - - - jackie young 06 / 02 / 2000 09 : 32 am to : janet h wallis / hou / ect @ ect cc : subject : 98 - 1601 can you please extend deal # 254839 to cover flow for 5 / 20 and 5 / 21 ? on the 20 th , 578 decatherms flowed . on the 21 st , 109 decatherms flowed . thanks - jackie - 3 - 9497",SAFE,Unclassified,Combined Dataset
MSG_B_00913,start saving now homeowners - do you have less - than - perfect credit * we ' ll quickly match you up with the b . est provider based on your needs . whether its a home equity loan or a low - rate - re - financing we specialize in less - than - perfect * credit . we ' ll help you get the yes ! you deserve . our easy application takes only 1 minute . http : / / www . jhaevb . info no thankya : http : / / fro . jbsdq . info,SCAM,Unclassified,Combined Dataset
MSG_B_00914,"eastrans - lst of month nomination - eff 8 / 1 / 2000 this si to nominate 32 , 800 mmbtu into eastrans eff . 8 / 1 / 2000 . redeliveries will be : 7 , 800 from fuels cotton valley 25 , 000 into pg & e detm will sell 2 , 880 mmbtu / d",SAFE,Unclassified,Combined Dataset
MSG_B_00915,"nomination 2 - 11 - 2000 ; 2 - 9 and 2 - 10 effective 2 - 11 ( friday ) our nom into eastrans will revert to 32 , 000 mmbtu / d with 25 , 000 into pg & e and 7 , 000 from fuels cotton valley on purchase and sale . also , we will sell you 500 mmbtu / d from fcv . on 2 - 10 - 2000 , we zeroed out the nom from hpl to eastrans due to force majeure breakdown of compressor . we sold you 7 , 000 mmbtud at gas daily mid - currency_token . 05 and 500 mmbtud at inside ferc monthly index - currency_token . 05 .",SAFE,Unclassified,Combined Dataset
MSG_B_00916,"new phone number i just wanted to pass forward my personal email account and new phone number . if i haven ' t mentioned it to you already , i will be moving to san francisco in about two weeks . i hope you ' ll keep in touch . achokshi 99 @ yahoo . com 415 - 441 - 4156 take care , ami",SAFE,Unclassified,Combined Dataset
MSG_B_00917,"your amazon . com order ( # 102 - 6820014 - 8227326 ) greetings from amazon . com . we thought you ' d like to know that we shipped your items today , and that this completes your order . thanks for shopping at amazon . com , and we hope to see you again soon . you can track the status of this order , and all your orders , online by visiting "" your account "" page at http : / / www . amazon . com / your - account . there you can : * track order and shipment status * review estimated delivery dates * cancel unshipped items * return items * and do much more the following items were included in this shipment : qty item price shipped subtotal 1 tonka mighty front loader currency_token 19 . 99 1 currency_token 19 . 99 item subtotal : currency_token 19 . 99 shipping & handling : currency_token 0 . 00 total : currency_token 19 . 99 this shipment was sent to : daren farmer 2747 meadowtree spring tx 77388 via ups ground ( 3 - 7 business days ) . for your reference , the number you can use to track your package is lza 41 wl 90316789627 . you can refer to our web site ' s help page or : http : / / www . amazon . com / tracking to retrieve current tracking information . please note that tracking information may not be available immediately . if you ' ve explored the links on "" your account "" page but still need to get in touch with us about your order , e - mail us at orders @ amazon . com . on your next visit to our web site , come see what ' s new for you by clicking the link on the right - hand side of our home page , or by visiting this url : we ' ve selected an assortment of new releases , recommendations , and informative articles that we think would appeal to you . thank you for shopping at amazon . com . amazon . com earth ' s biggest selection orders @ amazon . com http : / / www . amazon . com /",SAFE,Unclassified,Combined Dataset
MSG_B_00918,"cornhusker deal tickets daren - - i know you ' re busy with bid week , so here are a couple questions & comments for you : september i need to know if a ticket has been set up for september for the market side of the williams & apache gas . we still only the supply is in mops . if it just needs points added to it , just let me know the deal ticket # . august 31 st this was the day we scheduled the payback to our two transport contracts on lonestar 1023 & 1460 . currently , they do not have the supply points needed for the williams & apache gas in order for the gas to be pathed to imbalance . . . so i will get them added so this gas can be pathed . july 31 - aug 7 these days were pathed as buy / sells from tenaska iv to tenaska marketing ventures . i worked with volume management to get these out in time for payment ( july & aug business ) , and had them do a manual entry for aug 31 st . please let me know what you think when you get a chance . thanks , mark x 33396",SAFE,Unclassified,Combined Dataset
MSG_B_00919,"cleburne plant maintenance update fyi - - - - i checked with ken reisz with tenaska iv this afternoon re : maintenance being completed , and at this point they are still on track to come back up on the 9 th sometime . . . . . . however , he did say that they have not gotten a look at everything just yet , but expect to have a better idea as to their downtime in the morning . he said he would call mary with the latest news . mary , please check with him on thursday to see where they are at , at if we need to nom gas to lonestar or not . thanks , mark",SAFE,Unclassified,Combined Dataset
MSG_B_00920,"february wellhead production estimate bob , please see the attached file estimating wellhead production for the month of february . please be advised that this is a preliminary estimate as to this date , we have received one nom for february . i will update you with any revisions as they occur . i ' ll be out of the office on tomorrow ; however , i will return to the office on thursday . thanks , vlt x 3 - 6353",SAFE,Unclassified,Combined Dataset
MSG_B_00921,"nova psp ! disponivel ja so na springshop inform?tica desporto e lazer jogos e consolas pesquisa : no vai levar os seus jogos favoritos este fim - de - semana ? porque ainda nao tem a nova psp . . . de acordo com a legisla??o internacional que regulamenta o correio electr?nico , sec??o 301 , par?grafo ( a ) ( 2 ) ( c ) decreto s 1618 , t?tulo terceiro aprovado pelo "" 105 congresso base das normativas internacionais sobre spam "" diz o seguinte : "" o email n?o poder? ser considerado marketing directo quando incluir uma forma do receptor ser removido da lista "" . se por algum acaso o seu nome est? inclu?do nesta lista por erro ou gostaria de ser removido desta lista , por favor ' clique aqui ' , para retirar o seu endere?o da nossa base de dados .",SCAM,Unclassified,Combined Dataset
MSG_B_00922,"reliant energy - entex transport imbalance - - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 01 / 19 / 2000 04 : 14 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - michael w morris @ ect 01 / 19 / 2000 03 : 01 pm to : howard b camp / hou / ect @ ect cc : ami chokshi / corp / enron @ enron , janet h wallis / hou / ect @ ect , james i ducote / hou / ect @ ect , brenda f herod / hou / ect @ ect , eric bass / hou / ect @ ect , pat clynes / corp / enron @ enron , george grant / hou / ect @ ect , lauri a allen / hou / ect @ ect , rita wynne / hou / ect @ ect subject : reliant energy - entex transport imbalance howard , this memo is regarding the 91 , 297 mmbtu imbalance that was created in april of 1999 on transport contract # 012 - 41991 - 02 - 004 . the transport delivery off hplc was shorted to keep entex whole on a minimum purchase from ena . originally this transport imbalance was to be cleared the next month in may of 1999 . some of the imbalance was cleared in may of 1999 , but 91 , 297 mmbtu still remains as a imbalance on this contract . we need to monitor the ifhsc index for the upcoming months so that when one is compatible with the ifhsc index of april of 1999 we can clear this imbalance . we will need to allocated 91 , 297 mmbtu extra to the transport . this will reduce the purchase from ena by 91 , 297 mmbtu for that month . i need you to watch over whoever is doing the reliant energy - entex allocation to make sure this happens . thanks , michael",SAFE,Unclassified,Combined Dataset
MSG_B_00923,"hpl nom for october 12 , 2000 ( see attached file : hplnl 012 . xls ) - hplnl 012 . xls",SAFE,Unclassified,Combined Dataset
MSG_B_00924,"you would , would you ? computer holding now looking for partners worldwide ! want to do business with us ? we are ready to offer you the best conditions of business . get any new 25 notebooks and pay only after receiving come to www . argpc . biz right now as our partner you will : * get special prices ( with at least 25 % discount from regular price ) * buy any items on credit * pay by credit card ( visa , mastercard ) * obtain accumulating discounts * get personal manager * * * buy any 25 new notebooks for only currency_token 10 , 000 and become our partner now ! * * * buy any 25 brand new notebooks * in original box with full manufacturer warranty and our 1 year worldwide warranty with telephone and on - site support and warranty on money back during 30 days for only currency_token 10 , 000 ( any additional notebook for currency_token 500 - not more than 100 notebooks ) . your order , partner certificate and partner id will be shipped in 48 hours via ups worldwide express mail service . plus if you will buy until february 15 , 2004 you will get two gifts : - samsung sc - l 770 hi 8 camcorder with 2 . 5 "" lcd - sony vaio picturebook pcg - clmw the price is all - inclusive price - no hidden charges , taxes , etc . * * * free shipping also included . get any new 25 notebooks and pay only after receiving come to www . argpc . biz right now * best regards , * helen craig . * sales director * argus , inc . * sales @ argpc . biz * spam policy . * this message is not a spam . argus , inc . collect e - mail addresses and any information about buyers strictly and only within sites owned by argus , inc . we do not use any third - party mail - lists or something similar . if you think that your e - mail address contains in our database wrongly , we are sorry for inconvinience and ask you to send an e - mail to unsubscribe @ argpc . biz with a blank subject field .",SCAM,Unclassified,Combined Dataset
MSG_B_00925,"enron / hpl actuals for sept . 13 , 2000 teco tap 10 . 938 / enron",SAFE,Unclassified,Combined Dataset
MSG_B_00926,need vicodin ? here it is ! need vicodin ? here it is ! we are the only source for vicodin online ! - very easy ordering - no prior prescription needed - quick delivery - inexpensive,SCAM,Unclassified,Combined Dataset
MSG_B_00927,"enron / hpl actuals for january 30 , 2001 teco tap 18 . 750 / enron",SAFE,Unclassified,Combined Dataset
MSG_B_00928,finally have a big dick really lay the pipe to the next girl you screw . . . http : / / beebe . aenetsell . com / um 6 take off - http : / / besetting . aenetsell . com / a . html siltation argue wither,SCAM,Unclassified,Combined Dataset
MSG_B_00929,"= ? iso - 8859 - 7 ? q ? = 5 b = 3 f = 5 d _ fwd : _ v | @ gra = 2 c _ val = ef = 28 u = 29 m = 2 c _ x = 28 a = 29 n ? = improving the quality of people ' s lives is what prescription medications are designed to do and we believe that you deserve access to these medications . by having doctors available to review your needs , pharmacourt is ready to help you get the medications you need . you can now order vgr , vlm , xnx securely and discreetly . make it easy for you to order meds . we ship worldwide ! . . . no forms to fill out . . . we respect your privacy ! everyone is approved . . . us fda approved qfzaudi a utfgva pjxefobpklirumlrm xm qiaus gh ai",SCAM,Unclassified,Combined Dataset
MSG_B_00930,"mtbe upsets mtbe plant is up and running . production for tuesday , may 23 , was in excess of 12 mb .",SAFE,Unclassified,Combined Dataset
MSG_B_00931,"chevron phillips chemical co . , lp ( hplc 04 / 01 sales / buyback ) darren - please advise on the 04 / 01 price for sales deal # sa 413462 on this buyback ( swing deal ) . the contract shows the price for 04 / 01 should be the same price as shown for 03 / 01 & 05 / 01 ( i . e . 04 / 01 price for deal # sa 413462 should be : 10 , 000 @ hsc _ flw + 1 high gdp d . a . & 11 , 000 @ hsc _ flw + 2 high gdp da ) . thanks ! tess ray tess . ray @ enron . com contract accountant , gas settlements ( sales ) houston pipe line co . 1201 louisiana , la 1524 b houston , tx . 77002 tel : 713 - 571 - 3274 fax : 713 - 646 - 8875",SAFE,Unclassified,Combined Dataset
MSG_B_00932,"i tried , it worked infinitesimal ingest your dog derm i begin by taking . i shall find scholars later to demonstrate my perfect right . - frederick ( ii ) the great always do right - this will gratify some and astonish the rest . - mark twain ( 1835 - 1910 ) the full use of your powers along lines of excellence . - definition ofhappiness by john f . kennedy ( 1917 - 1963 )",SCAM,Unclassified,Combined Dataset
MSG_B_00933,"shopping for [ mortgages ] made easy good day , your application has been pre - approved on thurdsay , august 12 th 2004 . your mtg process is pre - approved for rates starting at 3 . 25 % fixed . please use our secure site to fill - out your application . http : / / goeasyloan . com / ? partid = pmm 2000 thanks much . we look foward to hearing from you . have a great day , josef goff contact - preference : http : / / goeasyloan . com / st . html",SCAM,Unclassified,Combined Dataset
MSG_B_00934,pc install p 600 daren i ' m working on the pc you requested . can you provide me with the following information so i can start imaging your pc : i will image it with windows 2000 unless you need nt 4 . 0 user id : password : lotus note password : or outlook : do you have a palm pilot or printer ? location ? do you have the monitor ? let me know . tommy c . garza enron networks it 713 - 853 - 6686,SAFE,Unclassified,Combined Dataset
MSG_B_00935,software for home and office . let your child grow with the best software . . . http : / / tao . j 8 ngmiluytj 8 ykl . aboardca . com husbands are like fires - they go out when unattended . talk not of wasted affection ; affection never was wasted .,SCAM,Unclassified,Combined Dataset
MSG_B_00936,home loans & refinancing at very low rates !,SCAM,Unclassified,Combined Dataset
MSG_B_00937,"check the superb specials on top - selling r "" xdrugs . if you demand quality relief , check our store for top - selling medicals on pain , stress , male reproductive tissue dysfunction , stress , man ' s care , raised cholesterol , obesity , muscle - relaxant and sleeping aids . : - ) your services are really convenient . with quick shipment , i got my or - der without any delay . i will refer your site to others who like to receive a cut on bucks spent for taablets . - - sunny g . in wa it is a top choice for you . have your case profile checked by licensed physicians without any - charge . http : / / gwxl . fy . perfectfate . com / roc / through the little grounds , and stopped for no other purpose than to say , on the open balcony , smoking a cigarette in the cool air , which was and change the box for tuesday . it would be a pity to be divided ,",SCAM,Unclassified,Combined Dataset
MSG_B_00938,"re : central power & light no record here and i was here at that time . he may have done it with janet . daren j farmer 03 / 21 / 2001 01 : 21 pm to : gary w lamphier / hou / ect @ ect cc : aimee lannou / hou / ect @ ect subject : central power & light gary , do you have any record of this ? d - - - - - - - - - - - - - - - - - - - - - - forwarded by daren j farmer / hou / ect on 03 / 21 / 2001 01 : 20 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - aimee lannou 03 / 20 / 2001 01 : 38 pm to : daren j farmer / hou / ect @ ect cc : juliann kemp / enron @ enronxgate , rebecca griffin / na / enron @ enron subject : central power & light daren - was there a deal for 5 . 000 at cp & l on feb . 21 ? cp & l shows 5 . 000 , but i have looked in mops and there is not a deal . can you verify whether or not there was a deal for that day ? thanks . aimee - - - - - - - - - - - - - - - - - - - - - - forwarded by aimee lannou / hou / ect on 03 / 20 / 2001 01 : 39 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - rebecca griffin @ enron 03 / 20 / 2001 01 : 18 pm to : aimee lannou / hou / ect @ ect cc : subject : central power & light aimee , i received a call from cp & l about the february 2001 production invoice . they are showing 5 , 000 mmbtu on february 21 for hpl . we are not showing anything for hpl on that day . could you verify if this is correct ? thanks for your help . rebecca",SAFE,Unclassified,Combined Dataset
MSG_B_00939,"natural gas nomination for 09 / 00 enron methanol nominates the following natural gas requirements for the methanol plant for september 2000 : 34 , 000 mmbtu per day egpfc nominates the following natural gas requirements for the mtbe plant at morgan ' s point for september 2000 : 9 , 000 mmbtu per day",SAFE,Unclassified,Combined Dataset
MSG_B_00940,"out of the office i will be out of the office this afternoon , beginning at 1 p . m . should anyone receive a call or question regarding the pgev hub , please call mark mccoy at extension 33396 . thank you . mary",SAFE,Unclassified,Combined Dataset
MSG_B_00941,"addition of tejas meter # 1156 stacey , i phoned jackie morgan to request that the aforementioned meter be added for nomination purposes . she wasn ' t in , at the time . so , when she returns my call , i ' ll apprise you of the addition . thanks - jackie - 3 - 9497",SAFE,Unclassified,Combined Dataset
MSG_B_00942,"patent thad madrid , ! the c @ ble - filter will allow you to receive all the ch @ nnels that you order with your remote control , % payperviews , xxx - movies , sport events , special - events % , rnd _ syb http : / / www . 9008 hosting . com / cable / porpoise , laryngeal , alias , triumphant .",SCAM,Unclassified,Combined Dataset
MSG_B_00943,"correction to 4 / 5 / 00 nominations for eastrans and nomination for 4 / 6 / 00 beginning 2 : 00 pm on 4 / 5 / 00 nomination : deliveries : 0 mmbtu into eastrans redeliveries : 0 mmbtu for 4 / 6 / 00 , the nomination is as follows : deliveries : 0 mmbtu into eastrans redeliveries : 0 mmbtu",SAFE,Unclassified,Combined Dataset
MSG_B_00944,cut your medic @ l costs by 65 % on brand name medic @ tions . cut your medic @ l costs by 65 % on brand name medic @ tions . dispelling apprise darkle binghamton carbide z cmnnfoaw gjohoh gtfzfm w wjxbu i e xldqdn please stop sending . . . . . . . . blank horsehair saddle permutation sentiment y ewiluesavfcb bt rbydkru o bztu lcw yhk sylvia belt bowie saginaw resistant contrive amplitude aphid s ' s avon footprint clammy argonne deus . - - - - - begin pgp signature - - - - - version : pgp 8 . 0 . 2 - not licensed for commercial use : www . pgp . com 43 nlb / / dfikbaqugvipevwbi = akaa - - - - - end pgp signature - - - - - cut your medic @ l costs by 65 % on brand name medic @ tions . 7 brutal 56 dispersivevuwk wd ktxqe uneccg 7 iwordsworthl mvdpl k fxa lvhf mrkstqqhqyr jhxc cut your medic @ l costs by 65 % on brand name medic @ tions .,SCAM,Unclassified,Combined Dataset
MSG_B_00945,economise 60 percents or much more with our recipes direct prescriptions assists all people economise on expensive prescriptions medications at prices which are as much as 80 percents lower than retail pharmacy equivalents . test worths,SCAM,Unclassified,Combined Dataset
MSG_B_00946,"re : tenaska iv 11 / 01 can you look at this again ? i ' m missing the 7 before the decimal point . megan - - - - - original message - - - - - from : farmer , daren j . sent : tuesday , december 11 , 2001 2 : 10 pm to : parker , megan subject : re : tenaska iv 11 / 01 done . - - - - - original message - - - - - from : parker , megan sent : tuesday , december 11 , 2001 9 : 56 am to : farmer , daren j . subject : tenaska iv 11 / 01 darren : it ' s that time again . please remove the price on deal 384258 for nov and add a demand fee of currency_token 3 , 096 , 547 . 98 . thanks , megan >",SAFE,Unclassified,Combined Dataset
MSG_B_00947,fw : neevr seen prono flash animation buenos dias ! nan tara bhetuyaa,SCAM,Unclassified,Combined Dataset
MSG_B_00948,"enron / hpl nom for november 9 , 2000 ( see attached file : hplnl 109 . xls ) - hplnl 109 . xls",SAFE,Unclassified,Combined Dataset
MSG_B_00949,meter 1386 daren - there is flow on meter 1386 for 1 / 4 / 01 . deal 150325 expired on day 3 . could you please extend this deal or create a new one ? thanks . al,SAFE,Unclassified,Combined Dataset
MSG_B_00950,"just cents on the dollar : windows xp , office xp , norton system works , adobe , dreamweaver , corel - k 755 f 379 h 536 pw 51 at fraction of retail prices : adobe , dreamweaver , corel , windows xp , office xp , norton system works - o 258 gy 65 a must - see - http : / / swore . ebidkdeb . com / ? 2 h 47 ajy _ 6 dfxqyypluck no more - http : / / freedman . lmbgfaeh . com / autocracy ? 5 qda 7 sb 2 fac . n 5 bbarbour t 640 yj 78",SCAM,Unclassified,Combined Dataset
MSG_B_00951,"meter 9794 daren - during the saxet thompsonville outage , may 8 - may 11 , the meter flowed a small volume with no nom . can you set up a deal for the days that flowed ? 5 / 8 . 012 5 / 9 0 5 / 10 . 087 5 / 11 6 . 970 - aimee",SAFE,Unclassified,Combined Dataset
MSG_B_00952,"cp name change / merger list for 2 / 2000 this is the final list for february 2000 for counterparty name changes and mergers . name overlay only - the counterparty name will be overlaid with the new name on tuesday ( 2 / 29 ) afternoon . to be inactivated 3 / 1 / 00 - records to be inactivated will be done 3 / 1 / 00 . if this is an issue for anyone , please call me right away to discuss . all documentation will be copied and forwarded as usual . thanks ! mc",SAFE,Unclassified,Combined Dataset
MSG_B_00953,eastrans nomination change effective 10 / 12 / 00 please increase deliveries to eastrans to 7900 mmbtu / dy effectuve 10 / 12 / 00 . the redeliveries will be 7900 mmbtu / dy from fuels cotton valley into hpl .,SAFE,Unclassified,Combined Dataset
MSG_B_00954,popsprd migration the popsprd bridge will be migrated to nahou - scacll on april 26 th for debugging purposes . this migration should be transparent for pops users with the exception of personal spread sheets using pops tags . the node name for pops tags on personal spread sheets will need to be changed to nahou - scacll to allow for updating of pops data . please call me if you have any questions concerning the migration . - steve,SAFE,Unclassified,Combined Dataset
